	event_id	event_date	year	month	disorder_type	event_type	sub_event_type	actor1	assoc_actor_1	inter1	actor2	assoc_actor_2	inter2	interaction	civilian_targeting	admin2	location	latitude	longitude	source	source_scale	label	class	notes22	notes	fatalities	timestamp	population_1km	population_2km	population_5km	population_best	crowd_size_class	crowd_size_cat	crowd_size	crowd_size_w_n	with_vehicles	?	split	notes11
69	DEU18221	2023-12-06	2023	12	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Police Forces of Germany (2021-); Ver.di: United Services Union; Labor Group (Germany); GEW: German Education Union; Teachers (Germany)	6			0	60		Berlin	Berlin - Charlottenburg-Wilmersdorf	52.5079	13.2639	Berliner Morgenpost; Der Tagesspiegel	Subnational			in the morning, at the call of Ver.di, GEW, and the police union GDP  Gewerkschaft der Polizei, , striking employees gathered at ErnstReuter Square and marched toward Kurfurstendamm in    () to protest for better pay. They had gathered while a conference of German labor and social ministers was taking place in the city.	On 6 December 2023, in the morning, at the call of Ver.di, GEW, and the police union GDP - Gewerkschaft der Polizei, around 13,000 striking employees gathered at Ernst-Reuter Square and marched toward Kurfurstendamm in Berlin - Charlottenburg-Wilmersdorf (Berlin) to protest for better pay. They had gathered while a conference of German labor and social ministers was taking place in the city.	0	1702407962	5204	47722	197160	5204	9		13000.0	13000.0				in the morning, at the call of Ver.di, GEW, and the police union GDP - Gewerkschaft der Polizei, around 13,000 striking employees gathered at Ernst-Reuter Square and marched toward Kurfurstendamm in Berlin - Charlottenburg-Wilmersdorf (Berlin) to protest for better pay. They had gathered while a conference of German labor and social ministers was taking place in the city.
70	DEU18178	2023-12-05	2023	12	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Aid Workers (Germany); Campact	6			0	60		Berlin	Berlin	52.5244	13.4105	Presseportal	National			, including members of the humanitarian and development organization 'Action Against Hunger', with the support of WeAct (Campact's petition platform),  in  () and handed a petition signed by ,  as part of the campaign 'Nestle: Stop your advertising for baby milk' to call on Nestle to adhere to the guidelines of the WHO and stop advertising for powdered baby milk.	On 5 December 2023, people, including members of the humanitarian and development organization 'Action Against Hunger', with the support of WeAct (Campact's petition platform), protested in Berlin (Berlin) and handed over a petition signed by 77,000 people as part of the campaign 'Nestle: Stop your advertising for baby milk' to call on Nestle to adhere to the guidelines of the WHO and stop advertising for powdered baby milk.	0	1702407962	12063	36936	140673	12063	0		200.0					people, including members of the humanitarian and development organization 'Action Against Hunger', with the support of WeAct (Campact's petition platform), protested in Berlin (Berlin) and handed over a petition signed by 77,000 people as part of the campaign 'Nestle: Stop your advertising for baby milk' to call on Nestle to adhere to the guidelines of the WHO and stop advertising for powdered baby milk.
71	DEU18215	2023-12-05	2023	12	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Last Generation (Germany)	6			0	60		Berlin	Berlin - Pankow	52.566	13.4031	Berliner Zeitung	National		climate	Last Generation   at Schonhauser Allee, standing in front of the Schonhauser Arcaden, in    (), demanding more climate action.	On 5 December 2023, Last Generation activists protested at Schonhauser Allee, standing in front of the Schonhauser Arcaden, in Berlin - Pankow (Berlin), demanding more climate action.	0	1702407962	12788	67068	246971	12788	0		200.0					Last Generation activists protested at Schonhauser Allee, standing in front of the Schonhauser Arcaden, in Berlin - Pankow (Berlin), demanding more climate action.
72	DEU18243	2023-12-03	2023	12	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	XR: Extinction Rebellion	6			0	60		Berlin	Berlin	52.5244	13.4105	Berliner Zeitung	National		climate	XR   in  (), demonstrating in subways dressed as flight attendants, against the United Nations Climate Change Conference (COP) simultaneously taking place in Dubai, which they consider a greenwashing event by politicians and lobbyists.	On 3 December 2023, XR activists protested in Berlin (Berlin), demonstrating in several subways dressed as flight attendants, against the United Nations Climate Change Conference (COP28) simultaneously taking place in Dubai, which they consider a greenwashing event by politicians and lobbyists.	0	1702407963	12063	36936	140673	12063	0		200.0					XR activists protested in Berlin (Berlin), demonstrating in several subways dressed as flight attendants, against the United Nations Climate Change Conference (COP28) simultaneously taking place in Dubai, which they consider a greenwashing event by politicians and lobbyists.
73	DEU18175	2023-12-02	2023	12	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational			 participated in a vigil on Brunnenstrasse in    () to condemn antiSemitism amid the  IsraelHamas War.	On 2 December 2023, people participated in a vigil on Brunnenstrasse in Berlin - Mitte (Berlin) to condemn anti-Semitism amid the 2023 Israel-Hamas War.	0	1702407962	23736	43046	138680	23736	0		200.0					people participated in a vigil on Brunnenstrasse in Berlin - Mitte (Berlin) to condemn anti-Semitism amid the 2023 Israel-Hamas War.
74	DEU18246	2023-12-02	2023	12	Demonstrations	Protests	Protest with intervention	Protesters (Germany)		6	Police Forces of Germany (2021-)		1	16		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational			,  participated in a proPalestine protest in    () under the motto 'Stop the genocide in Gaza'. The police arrested some of the .	On 2 December 2023, about 2,000 people participated in a pro-Palestine protest in Berlin - Mitte (Berlin) under the motto 'Stop the genocide in Gaza'. The police arrested some of the participants.	0	1702407963	23736	43046	138680	23736	6		2000.0	2000.0				about 2,000 people participated in a pro-Palestine protest in Berlin - Mitte (Berlin) under the motto 'Stop the genocide in Gaza'. The police arrested some of the participants.
75	DEU18250	2023-12-02	2023	12	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Tempelhof-Schoneberg	52.4406	13.3738	Berliner Morgenpost	Subnational			 tenants of 'Deutsche Wohnen' in Britzer Strasse  in Mariendorf in   TempelhofSchoneberg () against what they called 'unacceptable' living conditions.	On 2 December 2023, about 80 tenants of 'Deutsche Wohnen' in Britzer Strasse protested in Mariendorf in Berlin - Tempelhof-Schoneberg (Berlin) against what they called 'unacceptable' living conditions.	0	1702407963	6225	56478	257092	6225	2		80.0	80.0				about 80 tenants of 'Deutsche Wohnen' in Britzer Strasse protested in Mariendorf in Berlin - Tempelhof-Schoneberg (Berlin) against what they called 'unacceptable' living conditions.
76	DEU18256	2023-12-02	2023	12	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Friedrichshain-Kreuzberg	52.501	13.4403	Der Tagesspiegel	Subnational			  participated in a proPalestine protest in   FriedrichshainKreuzberg () under the motto 'Solidarity with Palestine' amid the  IsraelHamas War.	On 2 December 2023, around 430 people participated in a pro-Palestine protest in Berlin - Friedrichshain-Kreuzberg (Berlin) under the motto 'Solidarity with Palestine' amid the 2023 Israel-Hamas War.	0	1702407963	11620	45734	127378	11620	4		430.0	430.0				around 430 people participated in a pro-Palestine protest in Berlin - Friedrichshain-Kreuzberg (Berlin) under the motto 'Solidarity with Palestine' amid the 2023 Israel-Hamas War.
77	DEU18213	2023-12-01	2023	12	Demonstrations	Protests	Protest with intervention	Protesters (Germany)	Labor Group (Germany); Last Generation (Germany)	6	Police Forces of Germany (2021-)		1	16		Berlin	Berlin - Friedrichshain-Kreuzberg	52.501	13.4403	Berliner Zeitung	National		climate	 Last Generation , including some working in craftrelated professions,  in   FriedrichshainKreuzberg () by gluing themselves onto and blocking Blucherstrasse close to the Chamber of Crafts to raise awareness the consequences of the climate crisis on trade, industry and agriculture. The police intervened to detach and remove the  from the road.	On 1 December 2023, 6 Last Generation activists, including some working in craft-related professions, protested in Berlin - Friedrichshain-Kreuzberg (Berlin) by gluing themselves onto and blocking Blucherstrasse close to the Chamber of Crafts to raise awareness about the consequences of the climate crisis on trade, industry and agriculture. The police intervened to detach and remove the activists from the road.	0	1702407962	11620	45734	127378	11620	1		6.0	6.0				6 Last Generation activists, including some working in craft-related professions, protested in Berlin - Friedrichshain-Kreuzberg (Berlin) by gluing themselves onto and blocking Blucherstrasse close to the Chamber of Crafts to raise awareness about the consequences of the climate crisis on trade, industry and agriculture. The police intervened to detach and remove the activists from the road.
78	DEU18223	2023-12-01	2023	12	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Scientist Rebellion	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		climate	Scientist Rebellion   in    () for an end to climatedamaging subsidies and the fossilfuel era, and called on the German government to implement concrete actions to tackle climate change. They had gathered on the occasion of the UN Climate Change Conference COP, which was simultaneously taking place in Dubai.	On 1 December 2023, Scientist Rebellion activists protested in Berlin - Mitte (Berlin) for an end to climate-damaging subsidies and the fossil-fuel era, and called on the German government to implement concrete actions to tackle climate change. They had gathered on the occasion of the UN Climate Change Conference COP28, which was simultaneously taking place in Dubai.	0	1702407962	23736	43046	138680	23736	0		200.0					Scientist Rebellion activists protested in Berlin - Mitte (Berlin) for an end to climate-damaging subsidies and the fossil-fuel era, and called on the German government to implement concrete actions to tackle climate change. They had gathered on the occasion of the UN Climate Change Conference COP28, which was simultaneously taking place in Dubai.
79	DEU18130	2023-11-30	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Ver.di: United Services Union; Labor Group (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Berliner Zeitung	National			  participated in a protest in    () called for by Ver.di to raise awareness for staff shortage and the increased workload in daycare centers.	On 30 November 2023, about 70 people participated in a protest in Berlin - Mitte (Berlin) called for by Ver.di to raise awareness for staff shortage and the increased workload in daycare centers.	0	1701813033	23736	43046	138680	23736	2		70.0	70.0				about 70 people participated in a protest in Berlin - Mitte (Berlin) called for by Ver.di to raise awareness for staff shortage and the increased workload in daycare centers.
80	DEU18119	2023-11-29	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Friedrichshain-Kreuzberg	52.501	13.4403	Berliner Zeitung	National			 participated in a protest under the motto 'Solidarity for Palestine' in   FriedrichshainKreuzberg ().	On 29 November 2023, people participated in a protest under the motto 'Solidarity for Palestine' in Berlin - Friedrichshain-Kreuzberg (Berlin).	0	1701813032	11620	45734	127378	11620	0		200.0					people participated in a protest under the motto 'Solidarity for Palestine' in Berlin - Friedrichshain-Kreuzberg (Berlin).
81	DEU18120	2023-11-29	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Berliner Zeitung	National			 participated in a protest under the motto 'Freedom and Peace for Palestine' at MathildeJacobPlatz in    ().	On 29 November 2023, people participated in a protest under the motto 'Freedom and Peace for Palestine' at Mathilde-Jacob-Platz in Berlin - Mitte (Berlin).	0	1701813033	23736	43046	138680	23736	0		200.0					people participated in a protest under the motto 'Freedom and Peace for Palestine' at Mathilde-Jacob-Platz in Berlin - Mitte (Berlin).
82	DEU18143	2023-11-29	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Students (Germany)	6			0	60		Berlin	Berlin - Charlottenburg-Wilmersdorf	52.5079	13.2639	Die Tageszeitung	National			 students participated in a protest at Universitat der Kunste in    () under the motto 'Strike for Palestine' in solidarity with Palestine.	On 29 November 2023, about 2 dozen students participated in a protest at Universitat der Kunste in Berlin - Charlottenburg-Wilmersdorf (Berlin) under the motto 'Strike for Palestine' in solidarity with Palestine.	0	1701813033	5204	47722	197160	5204	1		24.0	24.0				about 2 dozen students participated in a protest at Universitat der Kunste in Berlin - Charlottenburg-Wilmersdorf (Berlin) under the motto 'Strike for Palestine' in solidarity with Palestine.
83	DEU18259	2023-11-29	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Friedrichshain-Kreuzberg	52.501	13.4403	Indymedia (Germany)	Other			  participated in an antimilitarist and anticapitalist protest in   FriedrichshainKreuzberg () against the  Security Conference and all wars.	On 29 November 2023, about 200 people participated in an antimilitarist and anticapitalist protest in Berlin - Friedrichshain-Kreuzberg (Berlin) against the Berlin Security Conference and all wars.	0	1702407963	11620	45734	127378	11620	3		200.0	200.0				about 200 people participated in an antimilitarist and anticapitalist protest in Berlin - Friedrichshain-Kreuzberg (Berlin) against the Berlin Security Conference and all wars.
84	DEU18117	2023-11-27	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Greenpeace	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Westdeutsche Allgemeine Zeitung	National		climate	Greenpeace  gathered in    for a rally, protesting against the ongoing summit of car industry stakeholders and companies taking place in the official residence of the Chancellor and calling for more efforts for climatefriendly policies.	On 27 November 2023, Greenpeace activists gathered in Berlin - Mitte for a rally, protesting against the ongoing summit of car industry stakeholders and companies taking place in the official residence of the Chancellor and calling for more efforts for climate-friendly policies.	0	1701813032	23736	43046	138680	23736	0		200.0					Greenpeace activists gathered in Berlin - Mitte for a rally, protesting against the ongoing summit of car industry stakeholders and companies taking place in the official residence of the Chancellor and calling for more efforts for climate-friendly policies.
85	DEU18160	2023-11-27	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	GEW: German Education Union; Teachers (Germany)	6			0	60		Berlin	Berlin	52.5244	13.4105	Suddeutsche Zeitung	National		wages	teachers and other employees in the educational sector affiliated with GEW union gathered in , demanding higher wages and other social benefits.	On 27 November 2023, teachers and other employees in the educational sector affiliated with GEW union gathered in Berlin, demanding higher wages and other social benefits.	0	1701813033	12063	36936	140673	12063	0		200.0					teachers and other employees in the educational sector affiliated with GEW union gathered in Berlin, demanding higher wages and other social benefits.
86	DEU18124	2023-11-26	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Friedrichshain-Kreuzberg	52.501	13.4403	Die Tageszeitung	National			,  gathered for a rally in   FriedrichshainKreuzberg, protesting against a proposed legal restriction of asylum requirements.	On 26 November 2023, about 1,000 people gathered for a rally in Berlin - Friedrichshain-Kreuzberg, protesting against a proposed legal restriction of asylum requirements.	0	1701813033	11620	45734	127378	11620	6		1000.0	1000.0				about 1,000 people gathered for a rally in Berlin - Friedrichshain-Kreuzberg, protesting against a proposed legal restriction of asylum requirements.
87	DEU18102	2023-11-25	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Suddeutsche Zeitung	National			,  gathered for a rally in   , protesting against wars and violence. Led by a controversial leftwing politician, they condemned the violence committed by Hamas and supported the  of Israel, but also  against ongoing arms supplies to Ukraine, calling for peace talks instead.	On 25 November 2023, about 10,000 people gathered for a rally in Berlin - Mitte, protesting against wars and violence. Led by a controversial left-wing politician, they condemned the violence committed by Hamas and supported the people of Israel, but also protested against ongoing arms supplies to Ukraine, calling for peace talks instead.	0	1701813032	23736	43046	138680	23736	9		10000.0	10000.0				about 10,000 people gathered for a rally in Berlin - Mitte, protesting against wars and violence. Led by a controversial left-wing politician, they condemned the violence committed by Hamas and supported the people of Israel, but also protested against ongoing arms supplies to Ukraine, calling for peace talks instead.
88	DEU18137	2023-11-25	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Last Generation (Germany)	6			0	60		Berlin	Berlin - Charlottenburg-Wilmersdorf	52.5079	13.2639	Suddeutsche Zeitung	National			 Last Generation  gathered and blocked a street in   , demanding immediate climate action.	On 25 November 2023, about 800 Last Generation activists gathered and blocked a street in Berlin - Charlottenburg-Wilmersdorf, demanding immediate climate action.	0	1701813033	5204	47722	197160	5204	5		800.0	800.0				about 800 Last Generation activists gathered and blocked a street in Berlin - Charlottenburg-Wilmersdorf, demanding immediate climate action.
89	DEU18146	2023-11-25	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational			,  gathered for a proPalestinian rally in   .	On 25 November 2023, about 3,200 people gathered for a pro-Palestinian rally in Berlin - Mitte.	0	1701813033	23736	43046	138680	23736	7		3200.0	3200.0				about 3,200 people gathered for a pro-Palestinian rally in Berlin - Mitte.
90	DEU18174	2023-11-25	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Last Generation (Germany)	6			0	60		Berlin	Berlin - Treptow-Kopenick	52.4175	13.6006	Berliner Zeitung	National		climate	 Last Generation  gathered and blocked a street in   TreptowKopenick, demanding immediate climate action.	On 25 November 2023, about 31 Last Generation activists gathered and blocked a street in Berlin - Treptow-Kopenick, demanding immediate climate action.	0	1707254001	788	7756	101901	788	1		31.0	31.0				about 31 Last Generation activists gathered and blocked a street in Berlin - Treptow-Kopenick, demanding immediate climate action.
91	DEU18004	2023-11-24	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Labor Group (Germany); IGBCE: Industrial Union for Mining, Chemistry and Energy; IGM: Industrial Union of Metalworkers	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Braunschweiger Zeitungsverlag	National			as part of a national day of strike called by IGM and IGBCE, , industrial workers gathered for a rally near the Ministry of Finance in    (), demanding cheaper electricity tariffs in order to preserve local production and workplaces.	On 24 November 2023, as part of a national day of strike called by IGM and IGBCE, about 2,000 industrial workers gathered for a rally near the Ministry of Finance in Berlin - Mitte (Berlin), demanding cheaper electricity tariffs in order to preserve local production and workplaces.	0	1701200406	23736	43046	138680	23736	6		2000.0	2000.0				as part of a national day of strike called by IGM and IGBCE, about 2,000 industrial workers gathered for a rally near the Ministry of Finance in Berlin - Mitte (Berlin), demanding cheaper electricity tariffs in order to preserve local production and workplaces.
92	DEU18096	2023-11-24	2023	11	Political violence	Riots	Mob violence	Rioters (Germany)	Students (Germany)	5	Civilians (Germany)	Students (Germany); Muslim Group (Germany)	7	57	Civilian targeting	Berlin	Berlin - Spandau	52.5356	13.198	Jungle World	Other			five students attacked a year female classmate in a secondary school in Wilhelmstadt in    (). They tore and stole a necklace with the Arabic lettering for 'Allah' from her neck and punched and kicked her.	On 24 November 2023, at least five students attacked a 15-year female classmate in a secondary school in Wilhelmstadt in Berlin - Spandau (Berlin). They tore and stole a necklace with the Arabic lettering for 'Allah' from her neck and punched and kicked her.	0	1701813032	14529	28698	192723	28698	1		5.0	5.0				at least five students attacked a 15-year female classmate in a secondary school in Wilhelmstadt in Berlin - Spandau (Berlin). They tore and stole a necklace with the Arabic lettering for 'Allah' from her neck and punched and kicked her.
93	DEU17991	2023-11-22	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Labor Group (Germany); Ver.di: United Services Union; Teachers (Germany); Police Forces of Germany (2021-)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Saarbruecker Zeitung	National			Ver.di labor union representatives of state employees, including teachers, police officers, firefighters, and administration officials, gathered for a march in    (), demanding higher salaries.	On 22 November 2023, Ver.di labor union representatives of state employees, including teachers, police officers, firefighters, and administration officials, gathered for a march in Berlin - Mitte (Berlin), demanding higher salaries.	0	1701200404	23736	43046	138680	23736	0		200.0					Ver.di labor union representatives of state employees, including teachers, police officers, firefighters, and administration officials, gathered for a march in Berlin - Mitte (Berlin), demanding higher salaries.
94	DEU18084	2023-11-21	2023	11	Political violence	Riots	Mob violence	Rioters (Germany)		5	Civilians (Germany)	LGBTQ+ (Germany)	7	57	Civilian targeting	Berlin	Berlin - Tempelhof-Schoneberg	52.4406	13.3738	Berliner Zeitung	National			 men  and  years old homophobically insulted a transwoman and a transperson in   TempelhofSchoneberg () and attacked them with pepper spray.	On 21 November 2023, 5 men between 16 and 22 years old homophobically insulted a transwoman and a transperson in Berlin - Tempelhof-Schoneberg (Berlin) and attacked them with pepper spray.	0	1701200407	6225	56478	257092	56478	1		5.0	5.0				5 men between 16 and 22 years old homophobically insulted a transwoman and a transperson in Berlin - Tempelhof-Schoneberg (Berlin) and attacked them with pepper spray.
95	DEU18062	2023-11-20	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Mitteldeutschen Zeitung	National			   in    () on the occasion of International Children's Day, for the release of the children abducted by Hamas.	On 20 November 2023, around 75 people protested in Berlin - Mitte (Berlin) on the occasion of International Children's Day, for the release of the children abducted by Hamas.	0	1701200406	23736	43046	138680	23736	2		75.0	75.0				around 75 people protested in Berlin - Mitte (Berlin) on the occasion of International Children's Day, for the release of the children abducted by Hamas.
96	DEU18063	2023-11-20	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Ver.di: United Services Union; Labor Group (Germany); GEW: German Education Union; Teachers (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Mitteldeutschen Zeitung	National			, , including university employees, participated in a protest in front of the main building of HumboldtUniversity in    () called for by Ver.di and GEW under the motto 'An end to precarious science' in the context of a nationwide university warning strike due to the ongoing collective bargaining for the public service of the federal states.	On 20 November 2023, 1,400 people, including university employees, participated in a protest in front of the main building of Humboldt-University in Berlin - Mitte (Berlin) called for by Ver.di and GEW under the motto 'An end to precarious science' in the context of a nationwide university warning strike due to the ongoing collective bargaining for the public service of the federal states.	0	1701200406	23736	43046	138680	23736	6		1400.0	1400.0				1,400 people, including university employees, participated in a protest in front of the main building of Humboldt-University in Berlin - Mitte (Berlin) called for by Ver.di and GEW under the motto 'An end to precarious science' in the context of a nationwide university warning strike due to the ongoing collective bargaining for the public service of the federal states.
97	DEU18047	2023-11-19	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Jewish Group (Germany)	6			0	60		Berlin	Berlin - Charlottenburg-Wilmersdorf	52.5079	13.2639	Berliner Zeitung	National			 , including members of the Jewish community, participated in a protest in    () called for by the organization 'Judisches Leben  (JLB)' (Jewish Life ) against antiSemitism and flidarity with Israel.	On 19 November 2023, 500 people, including members of the Jewish community, participated in a protest in Berlin - Charlottenburg-Wilmersdorf (Berlin) called for by the organization 'Judisches Leben Berlin (JLB)' (Jewish Life Berlin) against anti-Semitism and for solidarity with Israel.	0	1701200406	5204	47722	197160	5204	5		500.0	500.0				500 people, including members of the Jewish community, participated in a protest in Berlin - Charlottenburg-Wilmersdorf (Berlin) called for by the organization 'Judisches Leben Berlin (JLB)' (Jewish Life Berlin) against anti-Semitism and for solidarity with Israel.
98	DEU18015	2023-11-18	2023	11	Demonstrations	Riots	Violent demonstration	Rioters (Germany)	Women (Germany); Kurdish Ethnic Group (Germany); Turkish Group (Germany)	5	Police Forces of Germany (2021-)		1	15		Berlin	Berlin - Mitte	52.5177	13.4024	Leipziger Volkszeitung	National			at the call of 'Verband der Kurdinnen in Deutschland (YJKE)' (Association of Kurdish Women in Germany), , (according to police) and ,  (according to the organizers), including members of the Kurdish and Turkish communities, marched from Oranienplatz in   FriedrichshainKreuzberg to Schlossplatz in    () against the ban on the Kurdistan Workers' Party (PKK) and the politics of Turkiye's president Erdogan. One demonstrator hit a police officer with a flagpole and was arrested. At the end of the demonstration, clashes occurred when police officers wanted to check the identity of a demonstrator who had previously shouted banned slogans. The organizing committee of the demonstration later criticized police violence during the demonstration.	On 18 November 2023, at the call of 'Verband der Kurdinnen in Deutschland (YJK-E)' (Association of Kurdish Women in Germany), between around 4,000 (according to police) and 6,000 people (according to the organizers), including members of the Kurdish and Turkish communities, marched from Oranienplatz in Berlin - Friedrichshain-Kreuzberg to Schlossplatz in Berlin - Mitte (Berlin) against the ban on the Kurdistan Workers' Party (PKK) and the politics of Turkiye's president Erdogan. One demonstrator hit a police officer with a flagpole and was arrested. At the end of the demonstration, clashes occurred when police officers wanted to check the identity of a demonstrator who had previously shouted banned slogans. The organizing committee of the demonstration later criticized police violence during the demonstration.	0	1701200406	23736	43046	138680	43046	8		5000.0	5000.0				at the call of 'Verband der Kurdinnen in Deutschland (YJK-E)' (Association of Kurdish Women in Germany), between around 4,000 (according to police) and 6,000 people (according to the organizers), including members of the Kurdish and Turkish communities, marched from Oranienplatz in Berlin - Friedrichshain-Kreuzberg to Schlossplatz in Berlin - Mitte (Berlin) against the ban on the Kurdistan Workers' Party (PKK) and the politics of Turkiye's president Erdogan. One demonstrator hit a police officer with a flagpole and was arrested. At the end of the demonstration, clashes occurred when police officers wanted to check the identity of a demonstrator who had previously shouted banned slogans. The organizing committee of the demonstration later criticized police violence during the demonstration.
99	DEU18017	2023-11-18	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Women (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Berliner Zeitung	National			, , including many women, participated in a proPalestine protest starting on Friedrichstrasse and ending on Grosser Stern in    () flidarity with Palestine and respect for human rights and freedom of expression, and against hatred, antiSemitism, Israel's actions in the Gaza strip and the German government's reluctance to call out what they claim to be Israel's war crimes.	On 18 November 2023, about 5,000 people, including many women, participated in a pro-Palestine protest starting on Friedrichstrasse and ending on Grosser Stern in Berlin - Mitte (Berlin) for solidarity with Palestine and respect for human rights and freedom of expression, and against hatred, anti-Semitism, Israel's actions in the Gaza strip and the German government's reluctance to call out what they claim to be Israel's war crimes.	0	1701200406	23736	43046	138680	23736	8		5000.0	5000.0				about 5,000 people, including many women, participated in a pro-Palestine protest starting on Friedrichstrasse and ending on Grosser Stern in Berlin - Mitte (Berlin) for solidarity with Palestine and respect for human rights and freedom of expression, and against hatred, anti-Semitism, Israel's actions in the Gaza strip and the German government's reluctance to call out what they claim to be Israel's war crimes.
100	DEU17909	2023-11-17	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Aid Workers (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Berliner Zeitung	National			employees of five aid organizations, ArbeiterSamariterBund (ASB), Deutsche Lebensrettungsgesellschaft (DLRG) (German Life Saving Association), Deutsches Rotes Kreuz (DRK) (German Red Cross), Johanniter and Malteser,  in front of the House of Representatives in    () against the underfunding of civil protection and disaster control.	On 17 November 2023, employees of five aid organizations, Arbeiter-Samariter-Bund (ASB), Deutsche Lebensrettungsgesellschaft (DLRG) (German Life Saving Association), Deutsches Rotes Kreuz (DRK) (German Red Cross), Johanniter and Malteser, protested in front of the House of Representatives in Berlin - Mitte (Berlin) against the underfunding of civil protection and disaster control.	0	1700602883	23736	43046	138680	23736	0		200.0					employees of five aid organizations, Arbeiter-Samariter-Bund (ASB), Deutsche Lebensrettungsgesellschaft (DLRG) (German Life Saving Association), Deutsches Rotes Kreuz (DRK) (German Red Cross), Johanniter and Malteser, protested in front of the House of Representatives in Berlin - Mitte (Berlin) against the underfunding of civil protection and disaster control.
101	DEU17912	2023-11-17	2023	11	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	FDP: Free Democratic Party; Jewish Group (Germany); The Greens (Germany); Government of Germany (2021-)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Mitteldeutschen Zeitung	National			 , including Federal Education Minister Bettina StarkWatzinger (FDP), Jewish pianist Igor Levit, and Federal Green Party Leader Ricarda Lang, participated in a protest at the HumboldtUniversity in    () called for by Fridays for Israel (FFI) for the safety of Jewish students, and to emphasize the right of existence of Israel and show solidarity with Jewish .	On 17 November 2023, around 120 people, including Federal Education Minister Bettina Stark-Watzinger (FDP), Jewish pianist Igor Levit, and Federal Green Party Leader Ricarda Lang, participated in a protest at the Humboldt-University in Berlin - Mitte (Berlin) called for by Fridays for Israel (FFI) for the safety of Jewish students, and to emphasize the right of existence of Israel and show solidarity with Jewish people.	0	1700602883	23736	43046	138680	23736	3		120.0	120.0				around 120 people, including Federal Education Minister Bettina Stark-Watzinger (FDP), Jewish pianist Igor Levit, and Federal Green Party Leader Ricarda Lang, participated in a protest at the Humboldt-University in Berlin - Mitte (Berlin) called for by Fridays for Israel (FFI) for the safety of Jewish students, and to emphasize the right of existence of Israel and show solidarity with Jewish people.
