note,description,predicted label,score
2,"People, including members of mlpd, igm, and si protested in front of the federal chancellery in berlin - mitte (berlin) to demand the issuance of visas for the miners and united front congress participants.",Conflict,0.940707266330719
3,"People, including both ethnic korean germans and koreans, members of the korea verband, korean women's international foundation, the katholische kirche st. fidelis, the environmental union, fridays for future, grannies for future, and peace bell, protested at brandenburger tor in berlin - mitte (berlin), against the fukushima water release.",Conflict,0.9571588039398193
4,"Fff activists and members of other environmental groups blocked roads at several spots across berlin, demanding immediate climate action and carbon-neutral transport.",Climate Change,0.9617127776145935
5,"German and ukrainian activists, including refugees, gathered for a rally in berlin - mitte, protesting against the russian invasion and calling for higher support of kyiv.",Refugee,0.9752342700958252
6,"People, including members of the fdp, participated in a vigil commemorating the victims of the russian war in ukraine and protesting against the conflict in front of the russian embassy in berlin - mitte (berlin) with a varied program with art, dance and speeches.",Conflict,0.9766352772712708
7,6 activists participated in a protest organized by the women's organization zora in berlin - treptow-kopenick (berlin) in front of the house of a recent victim of a femicide to raise awareness for the global violence against women.,Women Rights,0.49446773529052734
8,"Around 20 august 2023 (as reported), antifascists and internationalists gathered in berlin (berlin) to commemorate three fallen kurdish guerrilla fighters and to show solidarity with the kurdish liberation movement.",Solidarity,0.982450544834137
9,"30 climate activists, belonging to fridays for future and other organizations, protested during the federal government's open day in front of the federal chancellery in berlin - mitte (berlin) to draw attention to the climate crisis.",Climate Change,0.9886769652366638
10,Last generation and extinction rebellion activists protested during the open house of the federal government in front of the ministry of the interior in berlin - mitte (berlin) for a more open refugee policy. six of the protesters managed to get inside the building where they distributed leaflets.,Refugee,0.8940244913101196
11,"At the call of ngg - food, beverages, and catering union, between 30 and 130 lieferando delivery drivers demonstrated in front of the company headquarters on schlesische street in berlin - friedrichshain-kreuzberg (berlin) for higher wages and a collective agreement.",Conflict,0.9617956280708313
12,Around 450 people protested and marched through the district from spreewaldplatz in berlin - friedrichshain-kreuzberg (berlin) against anti-queer violence. they denounced a homophobic attack on two women that took place on 6 july 2023.,LGBTQ+,0.9773998856544495
13,"During the evening, around 70 members of last generation protested from potsdamer platz, then aslandische platz, and mehringdamm in berlin - mitte to berlin - friedrichshain-kreuzberg (berlin) to call for climate protection.",Climate Change,0.9913800954818726
14,Around 150 people participated in a protest organized by the youth organization of the bund on the spree in berlin - friedrichshain-kreuzberg (berlin) for green energy and more climate justice.,Climate Change,0.9788581132888794
15,"About 500 to 600 people participated in the berlin hemp parade with the motto 'hemp is great for peace and the climate' in berlin - mitte (berlin), starting at the red town hall, along unter den linden to the government district and back to alexanderplatz, to demonstrate for free hemp consumption and the use of cannabis on an equal footing with other legal intoxicants such as alcohol or tobacco.",Cannabis,0.9624714255332947
16,"20 last generation activists protested at kottbusser tor in berlin - friedrichshain-kreuzberg (berlin), 17 of which glued themselves onto the road, blocking skalitzer strasse at the intersection adalbertstrasse and skalitzer strasse at the intersection reichenberger strasse, to raise awareness about the consequences of climate change and demand measures from politicians. the police intervened, removed the activists from the street, took their personal details and made reports.",Climate Change,0.9917308688163757
17,"The lesbischwulen park fest was organized in volkspark friedrichshain in berlin - friedrichshain-kreuzberg (berlin), with stands of the spd and the left amongst others, to protest against discrimination of all sorts and for the rights of lgbtq+.",LGBTQ+,0.9970101118087769
18,70 members of last generation held a protest march starting at potsdamer platz and going towards blucherplatz in berlin - friedrichshain-kreuzberg (berlin) for more climate protection.,Climate Change,0.9886870384216309
19,"Around 100 people protested in front of the 'quicky markt' in skalitzer strasse in berlin - friedrichshain-kreuzberg (berlin) against a planned rent increase planned by the owner, as well as against the closure of the shop.",Conflict,0.9800028204917908
20,Around two dozen people protested in front of an apartment block in habersaathstrasse in berlin - mitte (berlin) against its eviction and actions of the security guards.,Conflict,0.9499166011810303
21,"At the call of the me/cfs initiative, several dozen people, including people with chronic illnesses, staged a protest from alexanderplatz to the rotes rathaus and lay down in front of it in berlin - mitte (berlin) to denounce non-existent medical care for people suffering from the diseases myalgic encephalomyelitis and chronic fatigue syndrome (me/cfs).",Conflict,0.7999260425567627
22,"Around 8 august 2023 (as reported), 3 members of last generation staged a protest and used jackhammers in an attempt to damage the street in front of the federal ministry of transport in berlin - mitte (berlin) to call for climate protection. the activists decided not to plug their jackhammers after the arrival of the police.",Climate Change,0.9831787943840027
23,"During the evening, people threw stones at 2 police vehicles that were driving along the park at gleisdreieck in berlin - friedrichshain-kreuzberg (berlin). windows were shattered and police officers fled the area. rioters claimed action on indymedia. they did it in support of the riots against the police in france and to denounce the death of a 16-year-old refugee from senegal, who was fatally shot by the police in dortmund on 8 august 2022. perpetrators also denounced capitalism, white supremacy, and police violence, especially against people of color.",Conflict,0.8228276968002319
24,Climate activists staged a protest in front of the chancellery in berlin - mitte to call on the government to do more for climate protection. protesters denounced the overexploitation of nature and gathered on the occasion of earth overshoot day.,Climate Change,0.9683368802070618
25,Several dozen people protested in front of weichselstrasse 52 in berlin - neukolln (berlin) for exercising the district's right of first refusal.,Conflict,0.953667938709259
26,"At the call of migrantifa, around 150 people, including striking employees, members of the lgbtq+ community, members of 'columbiabad for all', demonstrated in front of a public pool in berlin - friedrichshain-kreuzberg against the presence of police officers in front of swimming pools, and id checks to enter them. protesters denounced racism concerning the debate around the protection of public swimming pools.",LGBTQ+,0.9915464520454407
27,"Thousands of people, including elected officials such as the mayor (cdu) and the president of the parliament (spd), the ukrainian ambassador, lgbtq+ communities from the netherlands, ukraine, and namibia, demonstrated from potsdamer strasse, and leipziger strasse, to several districts (on 7.4 kilometers) until the brandenburg gate in berlin - mitte, for lgbtq+ rights. protesters called for more empathy and solidarity.",LGBTQ+,0.9955279231071472
28,"At the call of ver.di, hundreds of striking wholesale and retail workers (of warehouses of kaufland, rewe, edeka, ikea, h&m, and karstadt galeria kaufhof) demonstrated in berlin to call for better pay and inflation compensation.",Conflict,0.736492395401001
29,"Around 100 people protested on their bicycles in berlin - reinickendorf, calling for the speedy establishment of a cycle path and a fairer traffic policy.",Transportation,0.8828154802322388
30,Activists occupied an empty apartment in berlin - neukolln in protest against the current housing crisis and the owner's intention to turn the apartment building into an office space.,Conflict,0.9753970503807068
31,"Around 300 people protested in berlin - charlottenburg-wilmersdorf, outside the rammstein concert venue. the protesters condemned the group's frontman's sexual abuse claims and blamed the organizers for allowing their show.",Conflict,0.9167615175247192
32,"Over a dozen alg activists glued themselves to a road in berlin - mitte, demanding immediate climate action. they were removed from the spot and detained.",Climate Change,0.9440889954566956
33,"Overnight, around 300 antifa activists demonstrated in berlin - marzahn-hellersdorf against nazism and fascism. ",Antifacist,0.9621405601501465
34,"Around 8 july 2023 (weekend of), around 200 people staged a protest by swimming from the university of applied sciences to the kaisersteg in berlin - treptow-kopenick to call for the construction of a pathway along the spree.",Conflict,0.759557843208313
35,"About 100 activists, including palestinians, gathered for a rally in potsdamer platz in berlin - mitte, demanding immediate ceasefire in palestine and protesting against the ongoing military operations of israel in jenin and the west bank.",Conflict,0.9691447019577026
36,"Activists gathered for a rally in berlin - mitte, demanding state support and compensation for health issues allegedly caused by mandatory vaccination against coronavirus.",Coronavirus,0.9858977198600769
37,"Last generation activists blocked a road in berlin - mitte by gluing themselves to a road, demanding immediate climate action. police detained six of them - some before they managed to apply the glue.",Climate Change,0.9750431776046753
38,"About 10,000 environmental activists, including fff and cyclist groups, gathered for a demonstrative cycle ride through berlin - mitte, demanding preservation of the current plans to expand infrastructure for cycling across the city.",Conflict,0.8319488763809204
39,"German and ukrainian activists gathered for a rally in berlin - mitte, protesting against ongoing presence of german fashion company hugo boss in russia and demanding higher support to ukraine instead.",Conflict,0.9391254186630249
40,8 members of alg demonstrated and slowed down traffic at kaiserdamm in berlin - charlottenburg-wilmersdorf to call for climate protection.,Climate Change,0.9815049767494202
41,10 members of alg demonstrated and slowed down traffic at karl-marx-allee and strausberger platz in berlin - friedrichshain-kreuzberg to call for climate protection.,Climate Change,0.9760700464248657
42,8 members of alg demonstrated and slowed down traffic from ernst-reuter-platz towards the brandenburg gate in berlin - mitte to call for climate protection.,Climate Change,0.9831011891365051
43,"Around 25 people occupied berlin's wuhlheide in berlin - treptow-kopenick to protest the construction of a new road (called tvo - tangential connection east) on forests. they set up tents along the edge of the path, and placards against patriarchy and capitalism. demonstrators gathered under the motto 'wuhli remains - forest instead of asphalt').",Against Environment,0.9434646368026733
44,"Alg activists gathered at mercedes-benz-arena in berlin - friedrichshain-kreuzberg (berlin), coloring the facade of the building with orange paint, and calling for climate action. the protest took place in response to the day of the industry conference taking place that day.",Climate Change,0.9609983563423157
45,"At the call of adfc, around 300 people gathered at the traffic administration building in berlin - mitte (berlin), to call for more bike-friendly infrastructure.",Transportation,0.7495592832565308
46,"At the call of fff, around 400 people staged a protest march from the party bureau of fdp to the chancellery in berlin - mitte (berlin), to call for climate action.",Climate Change,0.9861657619476318
47,"People gathered at the chancellery in berlin - mitte (berlin), to call for support of patients with electro-hypersensitivity.",Solidarity,0.7013258934020996
48,"7 alg activists blocked a street at the party bureau of cdu in berlin - mitte (berlin), gluing themselves to the tarmac, to call for climate action. the activists were removed from the street by the police.",Climate Change,0.9747375845909119
49,"Around 16 alg activists staged a sit-in protest at ritz-carlton luxury hotel in berlin - mitte (berlin), calling for climate action. the activists were removed from the street by the police.",Climate Change,0.8878563046455383
50,Members of alg demonstrated and blocked traffic at the victory column in berlin - mitte to call on the government to do more to tackle climate change.,Climate Change,0.9844133257865906
51,"Around 7 june 2023 (as reported), members of sos humanity held a banner and protested in front of the federal ministry of the interior (bmi) in berlin - mitte to call on the german government to initiate a coordinated european rescue program for migrants. they denounced current european laws and called for the protection of human rights.",Rights,0.9754725098609924
52,Members of alg demonstrated in berlin to call for climate protection and denounce the destruction of livelihoods. they gathered for a nationwide protest under the slogan 'march wednesday'.,Climate Change,0.9754694700241089
53,"At the call of nahrungs-genuss-gaststatten, a subgroup of dbb, around 70 striking employees of candy producer bahlsen gathered in front of their factory in berlin - tempelhof-schoneberg (berlin), to call for higher wages amid inflation.",Conflict,0.9769915342330933
54,"Around 15 alg activists blocked streets around frankfurter tor in berlin - friedrichshain-kreuzberg (berlin), by gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9828196167945862
55,"At the call of adfc, around 50,000 people staged a bicycle protest rally from different points outside of berlin to siegessaule in berlin - mitte (berlin), to call for more cyclist-friendly infrastructure.",Transportation,0.5533562898635864
56,Crowds of people protested in berlin (berlin) in opposition to the policy of the polish law and justice government.,Conflict,0.9563031792640686
57,"Around 200 employees and contractors of the sex-work industry staged a protest march from nollendorfplatz to rathaus schoneberg in berlin - tempelhof-schoneberg (berlin), to protest for better working conditions and legal protections in the industry.",Conflict,0.8992047905921936
58,"Around 450 people, including members of the far left, gathered in berlin, to demonstrate against the sentencing of far-left activist and student lina e., accused, along with other people, of having assaulted suspected neo-nazi sympathizers. clashes erupted between the police and demonstrators. three officers were slightly injured, and one demonstrator was arrested.",Conflict,0.9653692245483398
59,"At the call of alg, a few hundred people staged a protest march from frankfurter tor to strausberger platz in berlin - friedrichshain-kreuzberg, to protest against police raids and incarcerations against the activist group in the days prior. they also called for more climate action.",Police Violence,0.8769126534461975
60,"On the occasion of nakba day, between 200 and 300 people, including members of the palestinian community, demonstrated at oranienplatz in berlin - friedrichshain-kreuzberg against several bans on pro-palestinian demonstrations in berlin. demonstrators gathered for the palestinian liberation struggle and denounced how criticism of the israeli occupation policy was defined as anti-semitic. the demonstrators dispersed under police watch.",Conflict,0.820059061050415
61,"Around 1,000 people demonstrated from frankfurter allee, in berlin - friedrichshain-kreuzberg, marching to the brandenburg gate, in berlin - mitte against the nationwide raids against members of the climate group uprising of the last generation (alg). they also denounced the climate catastrophe.",Climate Change,0.9890885353088379
62,Several hundred people demonstrated in berlin against the criminalization of the climate movement. demonstrators denounced the nationwide raids against members of the climate group uprising of the last generation (alg).,Climate Change,0.9819035530090332
63,People demonstrated in berlin against the criminalization of the climate movement. demonstrators denounced the nationwide raids against members of the climate group uprising of the last generation (alg).,Climate Change,0.9850360155105591
64,"At the call of igm, around 250 people, including employees of the wind turbine manufacturer vestas, demonstrated near the building of the federal ministry for economic affairs and climate action in berlin - mitte against the planned closure of their plant.",Conflict,0.9079363942146301
65,People demonstrated and unfurled a giant rainbow flag on the lawn of the reichstag building in berlin - mitte for the rights and constitutional protection of the rights of lgbtq+ people. they gathered on the occasion of basic law day.,LGBTQ+,0.997479259967804
66,Members of alg demonstrated and blocked traffic around frankfurter allee/pettenkoferstrasse in berlin - friedrichshain-kreuzberg to call for climate protection.,Climate Change,0.9811667799949646
67,Members of alg demonstrated and blocked traffic around brunnenstrasse in berlin - mitte to call for climate protection.,Climate Change,0.9771430492401123
68,Members of alg demonstrated and blocked traffic around prenzlauer allee height danziger street in berlin - pankow to call for climate protection.,Climate Change,0.9846681952476501
69,Members of alg demonstrated and blocked traffic around puschkinallee/elsenbrucke in berlin - treptow-kopenick to call for climate protection.,Climate Change,0.9813466668128967
70,Members of alg demonstrated and blocked traffic at the hohenzollerndamm exit in berlin - charlottenburg-wilmersdorf to call for climate protection. several vehicles were also used to block the roadway.,Climate Change,0.9863830804824829
71,Members of alg demonstrated and blocked at danziger strasse/corner of prenzlauer allee in prenzlauer berg in berlin - pankow to call for climate protection.,Climate Change,0.9863943457603455
72,"Members of alg demonstrated and blocked traffic in dominicusstrasse/corner of ebertstrasse and tempelhofer damm/corner of paradestrasse, in berlin - tempelhof-schoneberg to call for climate protection.",Climate Change,0.9866723418235779
73,"At the call of berlin jews and israelis, dozens of people, mainly palestinians, as well as jewish community members and israelis, gathered in oranienplatz in berlin - friedrichshain-kreuzberg to denounce the oppression of palestinian people and the recent ban on palestinian demonstrations in germany. despite the demonstration being a joint solidarity event, several antisemitic comments were made by a few individuals, with reported scuffles between participants, as well as instances of harassment and physical attacks on at least four press representatives, who were obstructed from covering the rally.",Conflict,0.7826195955276489
74,"Alg activists blocked the spandauer damm, messedamm, funkturm, hohenzollerndamm, bundesallee and rudolf-wissel-brucke in berlin - charlottenburg-wilmersdorf, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9615582227706909
75,"Alg again blocked the traffic at several places across berlin by gluing themselves to roads or vehicles, demanding immediate climate action. one group blocked the traffic at kurfurstendamm (berlin - charlottenburg-wilmersdorf). angry drivers forcefully removed them from the road.",Climate Change,0.9731103777885437
76,"Alg activists blocked the frankfurter allee in berlin - friedrichshain-kreuzberg, gluing themselves to the tarmac, to call for climate action. one group also blocked the traffic in elsenstrase. the activists were removed from the streets by police forces.",Climate Change,0.9806270003318787
77,"Alg activists blocked the mullerstrasse in berlin - mitte, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9622282385826111
78,"Alg activists blocked the prenzlauer allee and eberswalder strasse in berlin - pankow, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9686399698257446
79,"Alg again blocked the traffic at several places across berlin by gluing themselves to roads or vehicles, demanding immediate climate action. one group blocked the traffic at rudolf-wissell bridge (berlin - spandau) and was removed by the policemen.",Climate Change,0.9708928465843201
80,"Alg activists blocked the tempelhofer damm and dominicusstrasse in berlin - tempelhof-schoneberg, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9665846228599548
81,"Alg activists blocked the puschkinallee in berlin - treptow-kopenick, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by police forces.",Climate Change,0.9495532512664795
82,"Alg activists blocked the kurfurstendamm and an exit of highway a100, and adenauerplatz in berlin - charlottenburg-wilmersdorf, gluing themselves to cars and the tarmac, to call for climate action. the activists were removed from the cars by police forces and firefighters.",Climate Change,0.979143500328064
83,"Alg activists blocked the frankfurter allee in berlin - friedrichshain-kreuzberg, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by police forces.",Climate Change,0.9503342509269714
84,"Alg again blocked the traffic at several places across berlin by gluing themselves to roads or vehicles, demanding immediate climate action. one group blocked the traffic at berlin - lichtenberg and was removed by the policemen.",Climate Change,0.9562003016471863
85,"Alg again blocked the traffic at several places across berlin by gluing themselves to roads or vehicles, demanding immediate climate action. one group blocked the traffic at the main train station (berlin - mitte) and was removed by the policemen.",Climate Change,0.9679376482963562
86,"Activists gathered in berlin - neukolln, protesting against homophobia and transphobia and demanding equal rights for people of all genders.",LGBTQ+,0.8819648027420044
87,"About 15 fff activists gathered in berlin - mitte, protesting against investments of the deutsche bank in climate-sensitive industries worldwide. another similar protest took place simultaneously in front of the db building in friedrichstrasse, organized by the alg.",Climate Change,0.8428567051887512
88,Farmers from the rural agriculture working group (abl) and greenpeace activists protested in front of the reichstag in berlin - mitte to call for an increase in cattle grazing program funding and fair prices of milk.,Agriculture,0.9683656096458435
89,Alg activists protested in berlin - charlottenburg-wilmersdorf to call for climate protection. they staged the protest on the a100 highway between spandauer damm and kaiserdamm and bundesallee/durlacher street. the police chiseled protesters' hands out of the asphalt to remove them from the street.,Climate Change,0.9826136231422424
90,Alg activists protested on prenzlauer allee/danziger street in berlin - pankow to call for climate protection. the police chiseled protesters' hands to remove them from the street.,Climate Change,0.9759194850921631
91,Alg activists protested in berlin - tempelhof-schoneberg to call for climate protection. they staged the protest on the tempelhofer damm/hoeppnerstrasse and hauptstrasse/dominicusstrasse roads. the police chiseled protesters' hands to remove them from the street.,Climate Change,0.9582851529121399
92,Alg activists protested in berlin - treptow-kopenick to call for climate protection. they staged the protest at puschkinallee/treptower park. the police chiseled protesters' hands to remove them from the street.,Climate Change,0.9797085523605347
93,"Around 25 people protested in wuhlheide park, berlin - treptow-kopenick against the construction of a new road.",Conflict,0.9767886996269226
94,"Around 100 people, including arabs, marched at sonnenallee in berlin - neukolln to commemorate 75 years of nakba, a mass exodus of arabs from palestine. they also voiced support for palestine in israeli-palestinian conflict.",Conflict,0.9709877371788025
95,Alg activists protested in berlin - charlottenburg-wilmersdorf to call for climate protection. they blocked roads by gluing themselves to cars. the police intervened and unscrewed the car wheels to remove the blockade.,Climate Change,0.9297422170639038
96,Alg activists protested in berlin - mitte to call for climate protection.,Climate Change,0.9800795316696167
97,Alg activists protested in berlin - pankow to call for climate protection. they glued themselves to car tires. the police intervened and remove a protester with an angle grinder.,Climate Change,0.9012002944946289
98,Alg activists protested in berlin - steglitz-zehlendorf to call for climate protection.,Climate Change,0.9806841015815735
99,Alg activists protested in berlin - tempelhof-schoneberg to call for climate protection.,Climate Change,0.9807544946670532
100,Alg activists protested in berlin - treptow-kopenick to call for climate protection.,Climate Change,0.9809353351593018
101,Law enforcers ordered about 100 environmental activists to vacate an occupational camp in the wuhlheide area (berlin - treptow-kopenick) and the camp was liquidated. the activists were protesting against a proposed construction of a new highway in the area. some of them were detained.,Conflict,0.9674440026283264
102,A group of environmental activists peacefully protested on leonardo da vinci street in berlin - spandau. they opposed the demolition of the staudenhof building complex due to environmental and sociopolitical concerns.,Peace,0.7743590474128723
103,Alg activists protested at brandenburger tor in berlin - mitte to call for climate protection. the police chiseled protesters' hands to remove them from the street.,Police Violence,0.9536645412445068
104,100 lgbtq+ activists peacefully protested in wuhlheide park in berlin - treptow-kopenick to oppose the construction of the east tangential link road project due to environmental concerns.,LGBTQ+,0.9954540729522705
105,Berlin football club fans peacefully protested before a match at a stadium in berlin - treptow-kopenick. they opposed the possible investment in the german football league (dfl).,Peace,0.9426911473274231
106,"Around noon, at the call of the german protestant association for elderly work and care (devap), around 350 people, including striking healthcare and nursing home workers, as well as a bundestag's national representative and health committee member (greens), marched from washingtonplatz to the main train station in berlin - mitte to demand better working conditions for their category, as well as better-coordinated recruitment of foreign care workers, and higher salaries to cope with cities like berlin.",Conflict,0.9075325131416321
107,"Patients suffering from me/cfs from across the country gathered for a protest in front of the reichstag building in berlin - mitte to raise awareness about their condition and demand more commitment to their cause from federal authorities. members of the german me/cfs society, the federal fatigatio association, and the millions missing initiative took part in the event.",Disability,0.7777621150016785
108,"Several groups of activists interrupted the convention of vw corporation in berlin. among them, environmental activists demanding more responsible climate policy - someone pelted a cake on the company representatives. other activists protested against the company's ignorance of human rights violations in china, especially related to uyghur forced labor. they were removed from the premises by the police. another group of activists, including alg, gathered outside the location with pickets.",Climate Change,0.9627658128738403
109,"Another group of pkk supporters gathered nearby. verbal skirmishes were reported; police announced a brief detention or investigation, but it is unclear who was involved and whether it was linked to the gatherings.",Conflict,0.9131755828857422
110,"About 200 activists gathered in berlin, protesting against alleged militarism of the german foreign policy vis-a-vis the war in ukraine.",Conflict,0.9605739712715149
111,"Around 7 may 2023 (as reported), a group of people gathered outside the chancellery in berlin - mitte (berlin) to oppose plans to build an lng gas terminal in binz, on the rugen island, with some citing environmental concerns.",Conflict,0.948592483997345
112,"As part of a 'kidical mass' protest called by adfc and vcd, between 400 to 800 people, including children, locals, and environmental activists, gathered in different points in berlin before riding bikes to tempelhofer square in berlin - tempelhof-schoneberg, as they called for safer traffic measures for children riding their bikes to school. the demonstration was part of a nationwide protest weekend.",Conflict,0.4236859083175659
113,"A group of at least 300 people took to the streets as part of a 'global marijuana march' in berlin, to call for the legalization of marijuana. the demonstration was part of a nationwide day of protest with the same demand.",Drug Use,0.9803248643875122
114,"Around 700 people, including night club employees, took part in a 'dancing demonstration', marching from frankfurter tor to sudstern in berlin - friedrichshain-kreuzberg (berlin) to oppose the extension of the city highway 100 in the ostkreuz area, where several clubs are located, with participants claiming that this will hurt the club scene in the city. some demonstrators also opposed homophobic and racist violence.",Against Racism,0.9246335625648499
115,"A group of alg activists blocked traffic, gluing their hands to the street, near the main train station in berlin - mitte (berlin) to demand more climate action from the federal government.",Climate Change,0.9752103090286255
116,"Members of alg demonstrated and blocked traffic on hohenzollerndamm, rudolstadter street, spandauer damm, and schloss charlottenburg in berlin - charlottenburg-wilmersdorf to call for more climate protection.",Climate Change,0.9884499907493591
117,Members of alg demonstrated and blocked traffic around frankfurter allee/pettenkofer street in berlin - friedrichshain-kreuzberg to call for more climate protection.,Climate Change,0.9759405255317688
118,"Members of alg demonstrated and blocked traffic around mullerstreet, fennstreet, and alexanderplatz in berlin - mitte to call for more climate protection.",Climate Change,0.9778032898902893
119,"Members of alg demonstrated and blocked traffic around schonhauser allee/eberswalder street, danziger street, and greifswalder street, in berlin - pankow to call for more climate protection.",Climate Change,0.9847354888916016
120,Members of alg demonstrated and blocked traffic around dominicus street and ebersstreet in berlin - tempelhof-schoneberg to call for more climate protection.,Climate Change,0.9772165417671204
121,Members of alg demonstrated and blocked traffic in berlin - friedrichshain-kreuzberg to call for climate protection. several civilians tried to remove physically the demonstrators from the street.,Climate Change,0.9853167533874512
122,"Around 100 people, mostly members of alg, demonstrated at alexanderplatz and along karl-marx-allee in berlin - mitte to call for more action against climate change.",Climate Change,0.9908532500267029
123,Members of alg demonstrated in berlin - friedrichshain-kreuzberg to call for climate protection.,Climate Change,0.9792965054512024
124,"At the call of end fossil: occupy and fff, around 20 students occupied the assembly hall at melanchthon-gymnasium in berlin - marzahn-hellersdorf, to call for climate action and protest against rising prices.",Climate Change,0.9557331800460815
125,"At the call of end fossil: occupy, around 20 students occupied a lecture hall at humboldt university in berlin - mitte, to call for climate action and protest against rising prices.",Climate Change,0.8734778761863708
126,"Alg activists blocked the kaiserdammbrucke, hohenzollerndamm, and rudolf-wissel-brucke in berlin - charlottenburg-wilmersdorf, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9728643298149109
127,"Alg activists blocked the frankfurter allee in berlin - friedrichshain-kreuzberg, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9544939994812012
128,"Around 100 alg staged a protest march on karl-marx-allee purposefully going slowly to block traffic, while other alg activists blocked the fennstrasse in berlin - mitte, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9527590870857239
129,"Alg activists blocked the sonnenallee in berlin - neukolln, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9723072648048401
130,"Alg activists blocked the prenzlauer allee, eberswalder strasse and landsberger allee in berlin - pankow, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9668300151824951
131,"Alg activists blocked the sachsendamm, tempelhofer damm, and dominicusstrasse in berlin - tempelhof-schoneberg, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9738137722015381
132,"Around 7,000 people staged a protest through the upscale neighborhood grunewald in berlin - charlottenburg-wilmersdorf, to demand higher taxes for the rich and protest for workers rights on the occasion of international worker's day.",International,0.9797214269638062
133,"Around 12,000 people staged a protest march through berlin - friedrichshain-kreuzberg, to protest for workers rights on the occasion of international worker's day.",International,0.9828965067863464
134,"At the call of dgb and igm, around 6,000 people gathered in berlin - mitte, to protest for workers rights on the occasion of international worker's day.",International,0.9564651250839233
135,"In the evening, around 3,300 people gathered in berlin - friedrichshain-kreuzberg under the motto 'take back the night' for a queer feminist march against patriarchy. participants threw bottles, firecrackers and stones at the police, who stopped the march on several occasions. at least one woman was arrested.",Conflict,0.6254929900169373
136,"Around 650 people gathered at wedding in berlin - mitte, to protest for workers rights on the day before international worker's day.",Rights,0.9366055130958557
137,"At the call of alg, protested in berlin by blocking streets, to call for climate action and show solidarity with people working in the healthcare industry.",Solidarity,0.96210777759552
138,"More than 3,000 flinta, german abbreviation for 'frauen, lesben, intergeschlechtliche, nichtbinare, trans and agender' meaning women/females, lesbians, intersex, non-binary, trans and agender people, protested in berlin - friedrichshain-kreuzberg (berlin) under the motto 'take back the night' for the destruction of the patriarchy. the police intervened, interrupted the protest multiple times, allegedly beat some protesters and arrested 3 people.",Police Violence,0.828231155872345
139,"People gathered at stadion an der alten forsterei in berlin - treptow-kopenick, to protest against the further involvement of investors in the national football league, during a match.",Conflict,0.9343122243881226
140,"At the call of keine shows fur tater, around 300 people gathered at the tempodrom concert hall in berlin - friedrichshain-kreuzberg, to protest against an event with canadian alt-right intellectual jordan peterson.",Conflict,0.8479191660881042
141,"Alg activists gathered at alexanderplatz in berlin - mitte, to call for climate action by symbolically coloring the neptunbrunnen fountain with black color.",Climate Change,0.977759838104248
142,"At the call of alg, around 100 protesters blocked the gneisenaustrasse in berlin - neukolln, by walking purposefully slowly.",Conflict,0.9184751510620117
143,"18 alg activists blocked the tauentzienstrasse in berlin - tempelhof-schoneberg, gluing themselves to the tarmac, to call for climate action. the activists were removed from the streets by the police.",Climate Change,0.9744219183921814
144,"Alg activists demonstrated and blocked traffic near the hohenzollern s-bahn station, around hardenbergstrasse, and at ernst-reuter-platz in berlin - charlottenburg-wilmersdorf to call for climate protection.",Climate Change,0.9868391752243042
145,Members of alg demonstrated at the tempelhofer damm near the entrance to the highway a100 and dominicusstrasse in berlin - tempelhof-schoneberg to call for climate protection.,Climate Change,0.9790943264961243
146,"Around 200 people, members of fff and alg, protested from the frankfurter tor in berlin-friedrichshain to the brandenburg gate in berlin - mitte to call for climate protection.",Climate Change,0.9817450046539307
147,"Around 20 employees of the anne frank center (afz) and the chairman of the works council of the amadeu antonio foundation demonstrated in berlin - mitte to call for fairer working conditions, and for freelancers to be paid according to the collective wage agreement.",Conflict,0.8075504899024963
148,"Early morning, members of alg demonstrated and blocked traffic at hermannplatz in berlin - neukolln to call for climate protection. a passer-by approached the hand of a protester with an ignited lighter. he lunged at the young woman, trying to grab her. other passers-by intervened to stop the man.",Conflict,0.5477688908576965
149,"Members of alg demonstrated and blocked traffic on spandauer damm, at ernst-reuter-platz, and kurfurstendamm, in berlin - charlottenburg-wilmersdorf to call for climate protection.",Climate Change,0.9851750731468201
150,Members of alg demonstrated and blocked traffic around landsberger-allee/conrad-blenkle-strasse and frankfurter allee/pettenkofer strasse in berlin - friedrichshain-kreuzberg to call for climate protection.,Climate Change,0.9836549162864685
