event_date;year;month;day;mood;district;source;category;label;title;description;crowd_size_class;crowd_size
2023-11-06 00:00:00;2023;November;6;Peaceful;Mitte;Campact;Environment;Transportatiton;Campact Activist / Transport;Campact activists gathered for a rally in berlin - mitte (berlin), near the office of the chancellor, demanding the preservation of cheap public transport in order to mitigate climate change.;3;100-250
2023-11-05 00:00:00;2023;November;5;Peaceful;Tempelhof-Schoneberg;Der Tagesspiegel;War / Peace;International;Solidarity with Israel;About 450 people, including members of the local jewish community, took part in a march in berlin - tempelhof-schoneberg (berlin), declaring their solidarity with israel and condemning the 7 october 2023 attacks by hamas.;4;250-500
2023-11-04 00:00:00;2023;November;4;Peaceful;Mitte;Suddeutsche Zeitung;War / Peace;International;Solidarity with Palastine;At the call of several pro-palestinian groups, about 6,000 people took to the streets of berlin - mitte (berlin), expressing their support for palestine and condemning the israeli military campaign in and around the gaza strip.;8;5,000-10,000
2023-11-03 00:00:00;2023;November;3;Peaceful;Steglitz-Zehlendorf;Mitteldeutschen Zeitung;War / Peace;International;Solidarity with Palastine;About 160 people, including students, participated in a pro-palestine protest at the freie universitat in berlin - steglitz-zehlendorf (berlin) to demand an end of what they claim to be a genocide in gaza, a ceasefire and an end to the war.;3;100-250
2023-11-03 00:00:00;2023;November;3;with Intervention;Neukolln;Judische Allgemeine;War / Peace;International;Solidarity with Palastine;At the call of several pro-palestinian organizations, about 9,000 people, including members of the leftist scene, took to the streets in berlin - neukolln (berlin), expressing solidarity with palestine and condemning the military campaign of israel in and around gaza. at least 68 people were arrested for carrying or chanting 'provocative' slogans.;8;5,000-10,000
2023-11-02 00:00:00;2023;November;2;Peaceful;Neukolln;Berliner Zeitung;War / Peace;International;For Freedom and Speech and Assembly / Palastine - Israel;At peak 150 people participated in a protest in front of the ernst-abbe high school in berlin - neukolln (berlin) under the motto 'for freedom of speech and assembly'. the context of the demonstration is a conflict between a teacher and a student that escalated at the high school after the outbreak of the israeli war.;3;100-250
2023-11-02 00:00:00;2023;November;2;Peaceful;Mitte;YNA;Human Rights;Solidarity for Prisoners;north korean / dismantling of political prison camps;More than 10 residents demonstrated in front of the north korean embassy in berlin - mitte (berlin) to call for the release of political prisoners in north korea, the dismantling of political prison camps, and the guarantee of human rights in north korea. they were said to gather every thursday evening.;1;0-50
2023-11-01 00:00:00;2023;November;1;Peaceful;Charlottenburg-Wilmersdorf;Der Tagesspiegel;War / Peace;Solidarity;Solidarity with Palastine;Around 1,200 people participated in a pro-palestine protest between adenauerplatz and henriettenplatz on kurfurstendamm in berlin - charlottenburg-wilmersdorf (berlin) under the motto 'demonstration in solidarity with palestine'. during the protest isolated violations of the requirement to refrain from propagandistic or violence-glorifying statements and actions occurred, and one loudspeaker van was stopped by the police and excluded from the demonstration.;6;1,000-2,500
2023-11-01 00:00:00;2023;November;1;Peaceful;Tempelhof-Schoneberg;Berliner Morgenpost;War / Peace;International;Call for release of the Israeli hostages kidnapped by Hamas on October 7 / Solidarity with Israel;In total 1,800 people participated in a protest on wittenbergplatz in berlin - tempelhof-schoneberg (berlin) under the motto 'call for the release of the israeli hostages kidnapped by hamas on october 7'.;6;1,000-2,500
2023-10-31 00:00:00;2023;October;31;Peaceful;Mitte;"Berliner Morgenpost; Mitteldeutschen Zeitung";Local;Housing;100% Tempelhofer Feld / against further construction;Around 50 people, members of the initiative '100% tempelhofer feld', demonstrated in front of the rotes rathaus in berlin - mitte against further construction on tempelhofer feld decided by the senate.;2;50-100
2023-10-30 00:00:00;2023;October;30;Peaceful;Lichtenberg;Markische Allgemeine;Environment;Climate Change;Last Generation;3 members of last generation staged a protest by blocking traffic on three of the four lanes at the corner of frankfurter allee and mollendorffstrasse in berlin - lichtenberg to call for climate protection.;1;0-50
2023-10-30 00:00:00;2023;October;30;Peaceful;Charlottenburg-Wilmersdorf;Markische Allgemeine;Environment;Climate Change;Last Generation;5 members of last generation demonstrated and blocked traffic on the kaiserdamm in the direction of ernst-reuter-platz (westend district) in berlin - charlottenburg-wilmersdorf to call for climate protection.;1;0-50
2023-10-29 00:00:00;2023;October;29;Peaceful;Mitte;Mitteldeutschen Zeitung;War / Peace;International;Solidarity with Israel;Around 250 people demonstrated on rosa-luxemburg-platz in berlin - mitte against anti-semitism, islamism, and hamas.;4;250-500
2023-10-29 00:00:00;2023;October;29;Peaceful;Charlottenburg-Wilmersdorf;Mitteldeutschen Zeitung;Local;Housing;preservation of thai-market;At the call of the thai association and spd, around 50 people demonstrated in berlin - charlottenburg-wilmersdorf for the preservation of the thai market in preussenpark.;2;50-100
2023-10-28 00:00:00;2023;October;28;Peaceful;Mitte;Der Tagesspiegel;War / Peace;International;Solidarity with Palastine / Peace;During the afternoon, around 280 people, including some carrying dkp flags, gathered spontaneously at alexanderplatz in berlin - mitte for a pro-palestine demonstration and to call for peace in the middle east. they called for an end to what they claim to be a genocide. the police authorized the protest but limited it to 10 minutes. one placard also called for peace with russia amid the ukraine war.;4;250-500
2023-10-28 00:00:00;2023;October;28;Peaceful;Friedrichshain-Kreuzberg;Der Tagesspiegel;War / Peace;International;Global South United / Solidarity with Palastine;Around 11,000 (according to the police) people demonstrated from oranienplatz to puschkinallee in berlin - friedrichshain-kreuzberg under the motto 'global south united' to denounce israelis attacks in the gaza strip. around 5 people climbed onto the subway bridge between gorlitzer bahnhof and schlesisches tor and set off pyrotechnics. according to the director of the german journalists' union, a group of press photographers had been 'aggressively pushed away' by police officers at the beginning of the demonstration.;9;10,000-50,000
2023-10-28 00:00:00;2023;October;28;with Intervention;Mitte;"Markische Allgemeine; Ostsee Zeitung";Environment;Energy;Last Generation / Extinction Rebellion / Scientist Rebellion / BUND / exit fossil fuels;At the call of last generation, between up to 600 (according to the police) and more than 1,000 (according to organizers), people, including members of extinction rebellion, scientist rebellion and bund, staged a protest at the 17. juni street at the victory column in berlin - mitte to call for an exit from fossil fuel, with some gluing themselves to the street and being physically removed by the police. between 60 and 154 members of last generation later gathered to block the street, gluing themselves to the road. police officers intervened physically to remove the demonstrators from the street.;5;500-1000
2023-10-27 00:00:00;2023;October;27;Peaceful;Mitte;Der Tagesspiegel;War / Peace;International;Solidarity with Palastine;At the call of generation palestine, around 50 people gathered, despite the ban, at alexanderplatz in berlin - mitte for a pro-palestine protest and to denounce the situation of palestinian children in gaza.;2;50-100
2023-10-27 00:00:00;2023;October;27;Peaceful;Charlottenburg-Wilmersdorf;Markische Allgemeine;Environment;Climate Change;Last Generation;Members of last generation staged a protest by blocking traffic around the a100 highway near dreieck charlottenburg and in the area of kurfurstendamm and joachimsthaler street in berlin - charlottenburg-wilmersdorf to call for climate protection.;3;100-250
2023-10-27 00:00:00;2023;October;27;Violent;Mitte;Der Tagesspiegel;War / Peace;International;Solidarity with Palastine;During the night, around 100 people gathered spontaneously at the brandenburg gate in berlin - mitte for a pro-palestine demonstration. when police officers tried to disperse the demonstration, and arrest demonstrators, scuffles broke out. police officers used tear gas against a group of around 10 people who tried to intervene during an arrest around midnight. around 70 people were arrested at schadowstrasse. one officer was slightly injured to the arm.;3;100-250
2023-10-26 00:00:00;2023;October;26;with Intervention;Charlottenburg-Wilmersdorf;Berliner Zeitung;Environment;Climate Change;Last Generation;Between 4 and 6 members of last generation blocked the road on hohenzollerndamm, at the corner of rudolstadter, in berlin - charlottenburg-wilmersdorf to call for climate protection. police forces intervened to clear the blockade.;1;0-50
2023-10-25 00:00:00;2023;October;25;Peaceful;Mitte;Berliner Zeitung;War / Peace;International;Solidarity with Ukraine;At the call of vitsche (an association of young ukrainians in germany), around 150 people demonstrated in front of the russian house of science and culture in berlin - mitte for the closure of the russian house and in solidarity with ukraine. they denounced the place as a place of russian propaganda.;3;100-250
2023-10-24 00:00:00;2023;October;24;Peaceful;Charlottenburg-Wilmersdorf;"Berliner Morgenpost; Markische Allgemeine";Environment;Climate Change;Last Generation;50 to 60 last generation activists protested in berlin - charlottenburg-wilmersdorf (berlin) and blocked stadtautobahn a100 towards wedding at the height of goerdeler steg for climate reasons. 27 activists glued themselves onto the road, 3 onto a rental car. police prevented protesters from also blocking the left lane.;2;50-100
2023-10-23 00:00:00;2023;October;23;with Intervention;Berlin;Sudwest Presse;Environment;Climate Change;Last Generation;About 40 last generation activists protested in 7 locations in berlin (berlin) and glued themselves onto the road to show their dissatisfaction with chancellor olaf scholz (spd) and for climate reasons. three of these protests occurred on stadtautobahn a100. the police dispersed the protest and removed the blockades.;1;0-50
2023-10-22 00:00:00;2023;October;22;Peaceful;Mitte;"Mitteldeutschen Zeitung; Presseportal; Rheinische Post";War / Peace;International;Solidarity with Israel;25,000 (according to the organizers) or 10,000 (according to police) people, including israeli ambassador, political representatives such as the german president, spd leader, cdu secretary general, fdp secretary general , the greens leader and the left leader, as well as berlin's governing mayor (cdu), participated in a pro-israel protest at brandenburger tor in berlin - mitte (berlin), organized by a broad civil society alliance, including among others, all democratic parties of the bundestag, dgb and 'arbeitgeberverband' (employer's association), 'zentralrat der juden' (central council of jews), the evangelical and catholic churches and the muslim organization alhambra. the protesters showed their solidarity with israel, called for better protection of jewish life in germany, and demanded an end of the violence against jews.;1;0-50
2023-10-22 00:00:00;2023;October;22;with Intervention;Mitte;Der Tagesspiegel;War / Peace;International;Solidarity with Palastine;In the evening, about 800 (according to police) or more than 1,000 (according to people on site) people, including ahmad tamim, a relevant representative of the 'generation islam' (an initiative that is part of the islamist organization 'hizb ut-tahrir' which advocates the rule of a comprehensive caliphate based on the traditional islamic legal principles of sharia law) participated in a pro-palestine protest on alexanderplatz in berlin - mitte (berlin) under the title 'near-east-conflict' to show solidarity with palestine. in addition to 232 custodial interdictions, 175 administrative offenses and 25 criminal charges were filed for suspected rewarding and approval of criminal acts, suspected incitement to hatred and resistance to law enforcement officers. two police officers were injured.;5;500-1000
2023-10-22 00:00:00;2023;October;22;Violent;Mitte;Der Tagesspiegel;War / Peace;International;Solidarity with Palastine;In the afternoon, about 300 people joined a prohibited pro-palestine demonstration at potsdamer platz in berlin - mitte under the title 'peace in the near east' which was then dispersed by the police who established the identity of numerous participants and charged a number of misdemeanors. during the dispersal, participants resisted and police officers were physically attacked which resulted in several criminal charges and the temporary arrest of about 100 people.;4;250-500
2023-10-22 00:00:00;2023;October;22;Peaceful;Mitte;Mitteldeutschen Zeitung;War / Peace;International;Never again is Now / Solidarity with Israel;People, including israeli ambassador prosor, joined a commemorative event at bebelplatz in berlin - mitte under the slogan 'never again is now', during which candles were lit for the approximately 1,400 murdered israelis and approximately 200 who were kidnapped by hamas.;3;100-250
2023-10-21 00:00:00;2023;October;21;Violent;Neukolln;"Berliner Morgenpost; Berliner Zeitung; Passauer Neue Presse; Suddeutsche Zeitung";War / Peace;International;Decolonize! Against oppression globally! / Solidarity with Palastine;Around 1,000 people, including many arabs, but also members of other groups such as jews and israelis, participated in a march from oranienplatz in berlin - friedrichshain-kreuzberg to hermannplatz in berlin - neukolln (berlin) organized by the group 'palastina spricht' (palestine speaks) under the motto 'decolonize! against oppression globally!' to call for a free palestine. the demonstration was subject to a series of bans and during the march the police removed the loudspeaker van at the corner of oranienstrasse and adalbertstrasse, after statements in arabic, which were violations of the assembly restrictions. at kottbusser damm, police officers stopped the procession again to inform the person in charge as well as the participants that anti-israeli shouts would no longer be tolerated. the police arrested or established the identity of people in 11 cases. after the end of the demonstration, participants gathered in the area of sonnenallee/reuterstrasse, some also burned pyrotechnics and threw glass, also from a residential building. pyrotechnics were fired at a police vehicle, but no damage was caused. the police arrested people or established their identity in 55 cases and one officer suffered injuries to his head and hand during the arrests.;6;1,000-2,500
2023-10-20 00:00:00;2023;October;20;Peaceful;Mitte;Mitteldeutschen Zeitung;Human Rights;International;Eritrea / preservation and respect of their fundamental rights and the protection of their cultural and social gatherings;About 1,000 people, including members of the eritrean community, gathered at the call of the central council of eritreans in germany for an eritrea-protest march starting at potsdamer platz and ending close to the bundestag in berlin - mitte (berlin). protesters demand the preservation and respect of their fundamental rights and the protection of their cultural and social gatherings.;6;1,000-2,500
2023-10-20 00:00:00;2023;October;20;Peaceful;Pankow;Berliner Morgenpost;Environment;Climate Change;Last Generation;Around 20 last generation activists protested on the corner of prenzlauer allee and danziger strasse in berlin - pankow (berlin) for climate reasons by blocking the road, gluing themselves onto the road and with banners demanding a climate revolution.;1;0-50
2023-10-20 00:00:00;2023;October;20;Peaceful;Mitte;FridaysForFuture;Environment;Climate Change;Fridays for Future;Fridays for future activists protested in berlin - mitte (berlin) for the compliance with the climate protection law and more action against climate change by the federal government.;3;100-250
2023-10-19 00:00:00;2023;October;19;with Intervention;Charlottenburg-Wilmersdorf;Berliner Zeitung;Environment;Climate Change;Last Generation;More than 12 last generation activists protested in berlin - charlottenburg-wilmersdorf (berlin) for climate reasons by blocking traffic on the city highway at the height of charlottenburg palace with three vehicles and sit-ins. the police dispersed the protest around mid-day. earlier in the day, last generation activists also blocked the wissel-bridge in berlin - charlottenburg-wilmersdorf.;1;0-50
2023-10-19 00:00:00;2023;October;19;Peaceful;Tempelhof-Schoneberg;Berliner Zeitung;Environment;Climate Change;Last Generation;Last generation activists shortly blocked the city highway towards neukolln at the height of alboinstrasse in berlin - tempelhof-schoneberg (berlin) for climate reasons.;3;100-250
2023-10-18 00:00:00;2023;October;18;Peaceful;Mitte;Berliner Morgenpost;War / Peace;International;Solidarity with Israel / vigil in front of synagoge;Between 50 and 60 people, including many people living in the neighborhood, organized a vigil in front of the synagogue in berlin - mitte (berlin) which was attacked by unknown persons in the early morning, to show solidarity with the jewish community and neighbors.;2;50-100
2023-10-18 00:00:00;2023;October;18;Violent;Neukolln;"Merkur; Ostsee Zeitung; Passauer Neue Presse";War / Peace;International;Solidarity with Palastine;About 1,000 people participated in a prohibited pro-palestine demonstration on sonnenallee in berlin - neukolln (berlin) to show their solidarity with and demand freedom for palestine. the demonstration led to hours of clashes between the demonstrators and police forces during which multiple cars and trucks were set on fire, stones and bottles were thrown at police officers, pyrotechnics were burned, and several police officers were injured. the police temporarily arrested about 174 people, many demonstrators did not comply with the officers' requests and resisted arrests, so the police used immediate coercion.;6;1,000-2,500
2023-10-17 00:00:00;2023;October;17;Violent;Mitte;Berliner Zeitung;War / Peace;International;Solidarity with Palastine;During the evening, around 700 people gathered at pariser platz in berlin - mitte for a spontaneous pro-palestinian demonstration and to denounce the israeli attack on a hospital in the gaza strip. demonstrators threw bottles at police officers. one person tried to block the 17. juni street. one person was arrested for making anti-israel statements.;5;500-1000
2023-10-17 00:00:00;2023;October;17;Violent;Neukolln;Berliner Zeitung;War / Peace;International;Solidarity with Palastine;During the evening, up to 100 people gathered in the sonnenallee and pannierstrasse area in berlin - neukolln for a spontaneous pro-palestinian demonstration. pyrotechnics, fireworks, and firecrackers were set off several times by people who were partly masked. clashes broke out and demonstrators threw stones, bottles, and firecrackers at police officers who responded with tear gas, batons, and a water cannon. demonstrators brought several garbage containers onto the road at the corner of sonnenallee and reuterstrasse and set them on fire. 20 police officers were injured.;3;100-250
2023-10-16 00:00:00;2023;October;16;Peaceful;Mitte;Berliner Morgenpost;Environment;Climate Change;Last Generation;Around 9 members of last generation staged a protest on alexanderplatz in berlin - mitte to call for climate protection. they threw paint on the world time clock and 2 people climbed on the clock with a banner that read: 'we are running out of time' to implement climate protection measures.;1;0-50
2023-10-15 00:00:00;2023;October;15;Violent;Mitte;"Berliner Zeitung; Merkur; Saarbruecker Zeitung";War / Peace;International;Solidarity with Palastine;Around 1,000 people gathered on potsdamer platz in berlin - mitte for a pro-palestine demonstration despite its ban. they denounced israel's attacks on palestine as genocide. scuffles broke out when police officers dispersed the demonstration at the end of the event when around 350 people were still on site. objects were thrown towards police officers who used tear gas. around 155 people were arrested.;6;1,000-2,500
2023-10-15 00:00:00;2023;October;15;Violent;Neukolln;"Kieler Nachrichten; Mitteldeutschen Zeitung";War / Peace;International;Solidarity with Palastine;Groups of 10 to 25 people demonstrated in berlin - neukolln for a free palestine. scuffles broke when police officers intervened to temporarily detain some people. firecrackers were set off. three people resisted, and bottles were occasionally thrown.;1;0-50
2023-10-14 00:00:00;2023;October;14;with Intervention;Friedrichshain-Kreuzberg;Berliner Zeitung;Local;Housing;forced eviction;Around 100 people demonstrated on manteuffelstrasse in berlin - friedrichshain-kreuzberg against the forced eviction of an apartment. up to 10 people stood in front of the apartment's entrance and police officers pushed violently the protesters. 14 people were arrested.;3;100-250
2023-10-14 00:00:00;2023;October;14;Peaceful;Mitte;Berliner Zeitung;Environment;Climate Change;Last Generation;Last generation activists held a protest at rosenthaler platz in berlin - mitte to call for climate protection.;3;100-250
2023-10-14 00:00:00;2023;October;14;Peaceful;Mitte;"Berliner Zeitung; Mitteldeutschen Zeitung";War / Peace;International;Peace in the Middle East - Two-State Solution / Solidarity with Palastine;Around 50 people gathered in front of the brandenburg gate, on pariser platz, in berlin - mitte for a pro-palestine demonstration. they called and chanted for freedom and solidarity for gaza and palestine. the event was registered under the title 'peace in the middle east - two-state solution'.;2;50-100
2023-10-13 00:00:00;2023;October;13;Peaceful;Friedrichshain-Kreuzberg;Berliner Zeitung;War / Peace;International;Solidarity with Israel;During the evening, several hundred people, including a senator (spd) and an mp (the greens), demonstrated in front of the synagogue in berlin - friedrichshain-kreuzberg to condemn the attack of the hamas in israel on 7 october 2023. they wanted to show solidarity with israel and berlin's jews.;4;250-500
2023-10-13 00:00:00;2023;October;13;Peaceful;Friedrichshain-Kreuzberg;Indymedia (Germany);Local;Housing;forced eviction;About 80 people protested with speeches and loud chants in front of manteuffelstrasse 63 in berlin - friedrichshain-kreuzberg (berlin) against the forced eviction of a person, who had been living in the house for 40 years, and against profit-oriented housing policies.;2;50-100
2023-10-13 00:00:00;2023;October;13;Violent;Neukolln;Mitteldeutschen Zeitung;War / Peace;International;Solidarity with Palastine;Up to 150 people gathered several times at the intersection of sonnenallee and reuterstrasse in berlin - neukolln for a pro-palestine demonstration despite its ban. 24 people were temporarily taken into custody. there were criminal charges for breach of the peace, physical assault, resistance to law enforcement officers, disturbing the public peace, and other offenses.;3;100-250
2023-10-12 00:00:00;2023;October;12;Peaceful;Mitte;"Berliner Zeitung; Merkur";War / Peace;International;Solidarity with Palastine;Around 60 people gathered on pankstrasse in wedding and also at potsdamer platz, near the federal foreign office, in berlin - mitte for a pro-palestinian protest in solidarity with the civilian population in the gaza strip, despite the ban against it. demonstrators were against neo-colonialism and therefore the israeli government.;2;50-100
2023-10-11 00:00:00;2023;October;11;with Intervention;Neukolln;"BNN; Tagesschau";War / Peace;International;Solidarity with Palastine;Hundreds of people gathered in the hermannplatz and sonnenallee area in berlin - neukolln for a pro-palestine demonstration despite a ban on the event. police officers intervened and scuffles broke out. there was no further information.;5;500-1000
2023-10-10 00:00:00;2023;October;10;Peaceful;Friedrichshain-Kreuzberg;Markische Allgemeine;Environment;Climate Change;Last Generation;Last generation activists protested at kottbusser tor in berlin - friedrichshain-kreuzberg (berlin) for climate reasons by blocking the road and gluing themselves onto it. shortly after the start of the demonstration, the police ended the blockade. no further information about how the police intervened are available.;3;100-250
2023-10-09 00:00:00;2023;October;9;Peaceful;Neukolln;Markische Allgemeine;Environment;Climate Change;Last Generation;Last generation activists protested on britzer damm in berlin - neukolln (berlin) by blocking the road for climate reasons.;3;100-250
2023-10-09 00:00:00;2023;October;9;Peaceful;Pankow;Markische Allgemeine;Environment;Climate Change;Last Generation;Last generation activists protested on danziger strasse in berlin - pankow (berlin) by blocking the road for climate reasons.;3;100-250
2023-10-09 00:00:00;2023;October;9;Peaceful;Tempelhof-Schoneberg;Markische Allgemeine;Environment;Climate Change;Last Generation;Last generation activists protested on tempelhofer damm around paradestrasse in berlin - tempelhof-schoneberg (berlin) by blocking the road for climate reasons.;3;100-250
2023-10-09 00:00:00;2023;October;9;Peaceful;Mitte;Tagesschau;Economy;Labor Rights;Ver.di / postal act / delivery staff;30,000 mail carriers responded to a call by ver.di and demonstrated at the brandenburg gate in berlin - mitte (berlin) against planned changes to the postal act seeing less frequent delivery and more competition. the protesters are concerned about tens of thousands of jobs and the working conditions of delivery staff and are demanded that letters continue to be delivered every day.;9;10,000-50,000
2023-10-09 00:00:00;2023;October;9;Peaceful;Mitte;Presseportal;Economy;Finance;initiative neue soziale marktwirtschaft / goverment / better economic policy;Members of the 'initiative neue soziale marktwirtschaft (insm)' (new social market economy initiative) protested in berlin - mitte (berlin) in front of the party headquarters of cdu, fdp, greens and spd to criticize the focus of the parties and demand a change towards a better economic policy. the new social market economy initiative is a non-partisan alliance of politicians, business leaders and academics that promotes the principles of the social market economy in germany and provides impetus for modern free-market policies.;3;100-250
2023-10-09 00:00:00;2023;October;9;Peaceful;Mitte;Die Tageszeitung;Human Rights;Migration;no deportation / hunger strike;Ezids from iraq started a multi-day protest in front of the bundestag in berlin - mitte (berlin) against the threat of deportation. many of them went on hunger strike.;3;100-250
2023-10-08 00:00:00;2023;October;8;Peaceful;Mitte;Berliner Zeitung;War / Peace;International;Solidarity with Israel;Around 2,000 people, including representatives of the cdu, spd, the greens, the association christen an der seite israels e.v. (christians on israel's side e.v.) as well as israeli ambassador ron prosor, joined a protest in front of brandenburger tor in berlin - mitte (berlin) organized by 'junges forum der deutsch-israelischen gesellschaft' (young forum of the german-israeli society), judische studierendenunion (jewish student union) and the jewish association 'werteinitiative' (value-initiative) in solidarity with israel. some of the speakers and demonstrators emphasized israel's sovereignty and right to self-defense and demanded sanctions against iran.;6;1,000-2,500
2023-10-07 00:00:00;2023;October;7;Violent;Neukolln;"Bayerischer Rundfunk; Der Tagesspiegel; Hamburger Abendblatt";War / Peace;International;Solidarity with Palastine;Around 40 people, including members of the network samidoun, participated in a pro-palestine demonstration on sonnenallee in berlin - neukolln (berlin). the police prohibited the registration of a gathering later on and broke up the demonstration due to continuous violations against the peacefulness requirements of the assembly law, 'anti-israel and violence-glorifying chants' and mummery. the demonstrators had chanted 'yallah intifada', 'free palestine' and 'from the river to the sea', which are usually banned by the police at demonstrations because it questions israel's right to exist, despite the police asking the event's leader to influence the participants to refrain from anti-israel slogans. since the leader did not comply, the police intervened to dissolve the demonstration, took the personal data of the demonstrators, filed 6 charges for resistance, assaulting officers and breach of peace as well as provisionally arrested several people who did not want to leave despite the dispersal of the gathering. two police officers were injured.;1;0-50
2023-10-06 00:00:00;2023;October;6;with Intervention;Mitte;Berliner Morgenpost;Environment;Climate Change;Last Generation;Several dozen last generation activists protested on potsdamer platz in berlin - mitte (berlin) for climate reasons. they blocked parts of the intersection and 9 activists glued themselves onto the road. the police intervened, led, dragged, and carried away the activists and gradually dislodged the glued ones from the street.;1;0-50
2023-10-05 00:00:00;2023;October;5;Peaceful;Charlottenburg-Wilmersdorf;"Markische Allgemeine; Passauer Neue Presse";Environment;Climate Change;Last Generation;Last generation activists protested on ku'damm and bundesallee in berlin - charlottenburg-wilmersdorf (berlin) for climate concerns and to raise awareness for the connection between the climate and food crises by blocking the road with hay and straw bales. some of the protesters glued themselves onto the road.;3;100-250
2023-10-05 00:00:00;2023;October;5;Peaceful;Mitte;"Markische Allgemeine; Passauer Neue Presse";Environment;Climate Change;Last Generation;Around 18 last generation activists protested in front of the brandenburger gate in berlin - mitte (berlin) for climate concerns and to raise awareness for the connection between the climate and food crises by blocking the road with hay and straw bales. some of the protesters glued themselves onto the road.;1;0-50
2023-10-03 00:00:00;2023;October;3;with Intervention;Charlottenburg-Wilmersdorf;"General Anzeiger; Kieler Nachrichten";Environment;Climate Change;Climate Activists;Climate activists blocked access roads to the olympiastadion on the rudolf-wissell bridge and glued themselves to the road in berlin - charlottenburg-wilmersdorf to call for climate protection. police officers tried physically to detach the people from the road. they gathered on the occasion of a champion's league game (union berlin-sporting braga).;3;100-250
2023-10-02 00:00:00;2023;October;2;Peaceful;Mitte;"Der Tagesspiegel; Kolnische Rundschau";Economy;Labor Rights ;doctors in need / poor working conditions;At the call of virchowbund, an association of practicing doctors, health workers, including members of kassenarztlichen vereinigung (association of statutory health insurance physicians (kv)), demonstrated in front of the building of the federal ministry of health in berlin - mitte under the motto 'doctors in need' to denounce poor working conditions due to the government's austerity policy and health insurances. protesters denounced that many practices are in distress due to inflation, high energy prices, and a shortage of skilled workers. doctors symbolically threw their scrubs in front of the building.;3;100-250
2023-10-02 00:00:00;2023;October;2;Peaceful;Berlin;Hessische Niedersachsische Allgemeine;Environment;Climate Change;Last Generation;Members of last generation staged a protest by blocking traffic and gluing themselves to the road in berlin to call for climate protection. passers-by spat on the activists and pelted them with eggs.;3;100-250
2023-09-30 00:00:00;2023;September;30;with Intervention;Neukolln;Berliner Morgenpost;War / Peace;International;Solidarity with Palastine;Around 40 people gathered on hermannplatz in berlin - neukolln for a pro-palestine protest. 7 people were temporarily taken into custody to determine their identity as they sang statements that are forbidden and defined as anti-semitic in germany. they were released later on.;1;0-50
2023-09-29 00:00:00;2023;September;29;Peaceful;Tempelhof-Schoneberg;Berliner Morgenpost;Environment;Climate Change;Last Generation;Members of last generation demonstrated and blocked traffic on tempelhofer damm and the main street in berlin - tempelhof-schoneberg to call for climate protection.;3;100-250
2023-09-29 00:00:00;2023;September;29;Peaceful;Pankow;Berliner Morgenpost;Environment;Climate Change;Last Generation;Members of last generation demonstrated and blocked traffic on schonhauser allee, at the corner of eberswalder strasse in berlin - pankow to call for climate protection.;3;100-250
2023-09-28 00:00:00;2023;September;28;Peaceful;Charlottenburg-Wilmersdorf;Berliner Morgenpost;Environment;Climate Change;Last Generation;Members of last generation demonstrated and blocked traffic at 3 different exits (jakob-kaiser-platz, spandauer damm, kurfurstendamm) in berlin - charlottenburg-wilmersdorf to call for climate protection.;3;100-250
2023-09-28 00:00:00;2023;September;28;Peaceful;Mitte;Berliner Morgenpost;Environment;Animal Rights;deutscher tierschutzbund / more financial support / new animal protection law;At the call of deutsche tierschutzbund (german animal welfare association), people demonstrated in front of the federal chancellery in berlin - mitte to denounce their precarious situation. they called for more financial support from the government, and a new animal protection law.;3;100-250
2023-09-26 00:00:00;2023;September;26;with Intervention;Mitte;Berliner Morgenpost;Environment;Climate Change;Last Generation;Last generation activists protested in berlin - mitte (berlin) for climate protection reasons by blocking the intersections of muhlendamm and breite strasse as well as strasse des 17. juni and bachstrasse. the group simultaneously protested at 5 locations across the city and at some, glued themselves onto the road. the police intervened, sometimes using painful grips and techniques to lead the activists off the road.;3;100-250
2023-09-26 00:00:00;2023;September;26;with Intervention;Friedrichshain-Kreuzberg;Berliner Morgenpost;Environment;Climate Change;Last Generation;Last generation activists protested in berlin - friedrichshain-kreuzberg (berlin) for climate protection reasons by blocking the intersection of warschauer strasse and revaler strasse. the group simultaneously protested at 5 locations across the city and at some, glued themselves onto the road. the police intervened, sometimes using painful grips and techniques to lead the activists off the road.;3;100-250
2023-09-26 00:00:00;2023;September;26;with Intervention;Pankow;Berliner Morgenpost;Environment;Climate Change;Last Generation;Last generation activists protested in berlin - pankow (berlin) for climate protection reasons by blocking the intersection of prenzlauer allee and raumer strasse. the group simultaneously protested at 5 locations across the city and at some, glued themselves onto the road. the police intervened, sometimes using painful grips and techniques to lead the activists off the road.;3;100-250
2023-09-26 00:00:00;2023;September;26;with Intervention;Berlin;"Berliner Morgenpost; Markische Allgemeine";Environment;Climate Change;Last Generation;Last generation activists protested in berlin (berlin) for climate protection reasons. the group simultaneously protested at 5 locations across the city and at some, glued themselves onto the road. the police intervened, sometimes using painful grips and techniques to lead the activists off the road.;3;100-250
